;0,000000;0,050000;0,100000;0,150000;0,200000;0,250000;0,300000;0,350000;0,400000;0,450000;0,500000;0,550000;0,600000;0,650000;0,700000;0,750000;0,800000;0,850000;0,900000;0,950000;
0,000000;0,437823;;;;;;;;;;;;;;;;;;;;
0,050000;0,446456;0,447692;;;;;;;;;;;;;;;;;;;
0,100000;0,455121;0,456361;0,457602;;;;;;;;;;;;;;;;;;
0,150000;0,463813;0,465057;0,466301;0,467546;;;;;;;;;;;;;;;;;
0,200000;0,472528;0,473774;0,475021;0,476268;0,477515;;;;;;;;;;;;;;;;
0,250000;0,481259;0,482507;0,483756;0,485004;0,486253;0,487503;;;;;;;;;;;;;;;
0,300000;0,490001;0,491251;0,492501;0,493750;0,495000;0,496250;0,497500;;;;;;;;;;;;;;
0,350000;0,498750;0,500000;0,501250;0,502500;0,503750;0,505000;0,506250;0,507499;;;;;;;;;;;;;
0,400000;0,507499;0,508749;0,509999;0,511248;0,512497;0,513747;0,514996;0,516244;0,517493;;;;;;;;;;;;
0,450000;0,516244;0,517493;0,518741;0,519989;0,521237;0,522485;0,523732;0,524979;0,526226;0,527472;;;;;;;;;;;
0,500000;0,524979;0,526226;0,527472;0,528718;0,529964;0,531209;0,532454;0,533699;0,534943;0,536187;0,537430;;;;;;;;;;
0,550000;0,533699;0,534943;0,536187;0,537430;0,538673;0,539915;0,541157;0,542398;0,543639;0,544879;0,546119;0,547358;;;;;;;;;
0,600000;0,542398;0,543639;0,544879;0,546119;0,547358;0,548596;0,549834;0,551071;0,552308;0,553544;0,554779;0,556014;0,557248;;;;;;;;
0,650000;0,551071;0,552308;0,553544;0,554779;0,556014;0,557248;0,558481;0,559714;0,560945;0,562177;0,563407;0,564636;0,565865;0,567093;;;;;;;
0,700000;0,559714;0,560945;0,562177;0,563407;0,564636;0,565865;0,567093;0,568320;0,569546;0,570772;0,571996;0,573220;0,574443;0,575664;0,576885;;;;;;
0,750000;0,568320;0,569546;0,570772;0,571996;0,573220;0,574443;0,575664;0,576885;0,578105;0,579324;0,580542;0,581759;0,582975;0,584191;0,585405;0,586618;;;;;
0,800000;0,576885;0,578105;0,579324;0,580542;0,581759;0,582975;0,584191;0,585405;0,586618;0,587830;0,589040;0,590250;0,591459;0,592667;0,593873;0,595078;0,596283;;;;
0,850000;0,585405;0,586618;0,587830;0,589040;0,590250;0,591459;0,592667;0,593873;0,595078;0,596283;0,597486;0,598688;0,599888;0,601088;0,602286;0,603483;0,604679;0,605874;;;
0,900000;0,593873;0,595078;0,596283;0,597486;0,598688;0,599888;0,601088;0,602286;0,603483;0,604679;0,605874;0,607067;0,608259;0,609450;0,610639;0,611827;0,613014;0,614200;0,615384;;
0,950000;0,602286;0,603483;0,604679;0,605874;0,607067;0,608259;0,609450;0,610639;0,611827;0,613014;0,614200;0,615384;0,616567;0,617748;0,618928;0,620106;0,621284;0,622459;0,623634;0,624806;
